customer_unique_id,recency,frequency,monetary,avg_monetary,avg_items_per_order,avg_freight_per_order,avg_installments,avg_review_score,pct_orders_with_review,customer_state,customer_city,unique_product_categories,unique_sellers,cluster
001f3c4211216384d5fe59b041ce1461,527,1,35.84,35.84,1.0,10.96,3.0,3.0,1.0,SP,sao paulo,1,1,1
0025795df7a7d077c4c90162fa820085,36,1,428.16,214.08,1.5,18.09,3.0,1.0,1.0,SP,sao paulo,1,2,1
002aba8c1af80acacef6e011f9f23262,182,1,217.74,217.74,1.0,17.84,3.0,1.0,1.0,RJ,mangaratiba,1,1,1
002d3bd901608f67c3fc11eaaa842b13,225,1,28.76,28.76,1.0,9.27,1.0,4.0,1.0,SP,santo andre,1,1,1
0036b4a3d09ad551a5188c2e374da402,384,1,162.77,162.77,1.0,14.77,10.0,4.0,1.0,PR,maringa,1,1,1
00370dfde3d012c420d29657afc2fc8b,211,1,237.0,237.0,1.0,22.0,1.0,4.0,1.0,RS,candelaria,1,1,1
003c457932a554e4df13834237b1ed00,236,1,142.51,142.51,1.0,12.61,1.0,5.0,1.0,SP,sorocaba,1,1,1
0043d65f8039b4a4d43bc7b0f450ac2c,495,1,64.42,64.42,1.0,14.52,3.0,5.0,1.0,MG,belo horizonte,1,1,1
004ed862ea4e55f18868d3d782d10879,387,1,109.29,109.29,1.0,14.39,1.0,3.0,1.0,SP,sao bernardo do campo,1,1,1
005ee3e015ec18092d7782e507cf68fe,332,1,187.96,187.96,1.0,27.97,4.0,4.0,1.0,AC,rio branco,1,1,1
00651d97d964127ccfc0e2e55464876d,183,1,23.72,23.72,1.0,8.72,1.0,1.0,1.0,SP,campinas,1,1,1
00a1e8f160b36ccdcbca310933f12a3b,273,1,36.48,36.48,1.0,7.78,1.0,4.0,1.0,SP,sao paulo,1,1,1
00aafcd186fbd5da867f9b8df04518aa,194,1,132.48,132.48,1.0,15.57,2.0,1.0,1.0,RJ,bom jesus do itabapoana,1,1,1
00b1b0f856eb804d554ceab3d8f1dc35,222,1,226.14,226.14,1.0,18.52,10.0,1.0,1.0,DF,brasilia,1,1,1
00b21d737fc7f475c145ca292832385d,186,1,177.59,177.59,1.0,17.6,3.0,5.0,1.0,MG,belo horizonte,1,1,1
00b8076004092a29c2c934570c356fc7,161,1,223.88,223.88,1.0,23.98,1.0,5.0,1.0,SP,sao paulo,1,1,1
00c04df1c94e385d57d4a33a2965217c,180,1,88.94,88.94,1.0,16.94,1.0,5.0,1.0,MG,santa barbara,1,1,1
00d079bd851bf5d13879d7a2a3b5ec48,222,1,178.46,178.46,1.0,18.69,2.0,4.0,1.0,MT,tangara da serra,0,1,1
01007c64cbffc1eef7ee682dae0ddbfe,38,1,199.4,199.4,1.0,19.41,1.0,5.0,1.0,BA,salvador,1,1,1
012216caf4f1082ba3fc02e584de9a29,315,1,91.77,45.885,1.0,8.78,2.0,4.0,1.0,SP,sao paulo,1,1,1
0129d48dce554d95f641d01eaa88904a,166,1,1429.59,1429.59,1.0,39.59,5.0,5.0,1.0,SP,sao bernardo do campo,1,1,1
012a218df8995d3ec3bb221828360c86,71,2,3020.76,503.46000000000004,1.0,31.696666666666662,4.0,3.6666666666666665,1.0,SP,pirapora do bom jesus,1,2,1
0137839e600d4edd0949a8ce7c171164,259,1,150.05,150.05,1.0,20.15,2.0,4.0,1.0,GO,goiania,1,1,1
013f4353d26bb05dc6652f1269458d8d,273,2,1040.86,173.47666666666666,1.3333333333333333,26.49666666666667,3.0,5.0,1.0,BA,feira de santana,1,2,1
0145c2c66ea8f764ed8d8015ce149af7,43,1,32.23,32.23,1.0,15.23,1.0,4.0,1.0,RJ,mage,1,1,1
0151cf157e4682357e62be311f4823b7,275,1,97.03,97.03,1.0,17.13,1.0,5.0,1.0,RS,canoas,1,1,1
015b72d1a4ec2bfcf75518ada117c62b,42,1,523.6,261.8,1.5,15.91,3.0,5.0,1.0,SP,sumare,1,1,1
01762637819e8e1cb4093ff1589b0f00,236,1,147.15,147.15,1.0,18.15,6.0,5.0,1.0,ES,vargem alta,1,1,1
017ae1edebbc1749a64a520e37633c3c,119,1,412.42,412.42,1.0,13.42,4.0,5.0,1.0,SP,sao paulo,1,1,1
01922cf678f7c6d925421a273a885fbf,63,1,104.84,104.84,1.0,14.94,4.0,5.0,1.0,SP,sao paulo,1,1,1
019ac5580a897d52e5ed6f7ed89ade27,357,1,4011.57,1337.19,2.0,16.73,1.0,5.0,1.0,SP,sumare,1,1,1
019ee3ac31baf4383471c760125e2977,7,1,38.37,38.37,1.0,8.37,1.0,4.0,1.0,SP,sao paulo,1,1,1
01a22e2079ea71e17313b88e5811e54a,218,2,547.8,91.3,1.3333333333333333,7.78,1.0,5.0,1.0,SP,jundiai,1,1,1
01aae089a9f716c2d948a24c5406603d,278,1,85.14,85.14,1.0,15.24,1.0,5.0,1.0,SP,sao paulo,1,1,1
01b466cc9a9e663eb04f4b8890dbc5f1,321,1,821.35,821.35,1.0,21.36,8.0,4.0,1.0,MG,santa juliana,1,1,1
01bbbfc56b8ec1052e46f260226e34f9,148,1,942.1200000000001,314.04,2.0,24.69,1.0,5.0,1.0,RJ,rio de janeiro,1,1,1
01c289bb06354cdc7e6549570f20ada4,245,2,821.72,82.172,1.4,34.178000000000004,1.4,4.0,1.0,PB,joao pessoa,1,1,1
01db45606d08e66e2c058ad2f08f5b34,28,1,87.39,87.39,1.0,22.39,3.0,5.0,1.0,MG,belo horizonte,1,1,1
01e80828765c999c3f5a7713f3912309,463,1,44.39,22.195,1.0,16.11,1.0,5.0,1.0,PR,cascavel,1,1,1
01ea2467bec4e5ba6c007621c7df3bf5,8,1,57.5,57.5,1.0,8.5,2.0,1.0,1.0,SP,sao paulo,1,1,1
01eec5acca315fa22d30315944c65536,175,1,207.2,207.2,1.0,19.2,8.0,2.0,1.0,RJ,sao goncalo,1,1,1
01f382f4c95df31e05e27f1151a015a0,341,1,135.86,67.93,1.0,36.86,1.0,3.0,1.0,PE,jaboatao dos guararapes,1,1,1
0209f290b5451d357308bc0e90521026,37,1,3791.46,631.91,3.5,9.878333333333332,2.0,5.0,1.0,SP,sao paulo,1,1,1
021109bdb16fa17c2463cab87da314f3,230,1,159.7,159.7,1.0,58.9,2.0,1.0,1.0,SP,campinas,1,1,1
024ab3d97dd522b7f5173b905628f9fd,137,1,139.82,139.82,1.0,9.82,1.0,5.0,1.0,SP,sao paulo,1,1,1
024bc6c3997170f0ca30edba8ba8aa55,352,1,615.6,307.8,1.5,9.0,10.0,5.0,1.0,SP,campinas,1,1,1
0250e6330823590753c1268c9bf15446,395,1,161.37,161.37,1.0,21.47,8.0,3.0,1.0,SP,sao bernardo do campo,1,1,1
025cf7c2f32536f0be1ab412bb6602d2,12,1,1898.6100000000001,949.3050000000001,1.0,110.61,5.5,5.0,0.0,SC,cocal do sul,1,1,1
027835b35f861ba108518b2c529e308f,197,1,35.69,35.69,1.0,15.79,1.0,5.0,1.0,BA,salvador,1,1,1
0280c3bae373e59fd0f564cf9b0188a1,373,1,40.85,40.85,1.0,11.85,1.0,3.0,1.0,SP,sao paulo,1,1,1
02889f45776f057efa2323d295406cf2,445,1,86.76,86.76,1.0,17.76,1.0,4.0,1.0,RS,sapucaia do sul,1,1,1
02900dde8414f41aa7e3e6394eb08871,277,1,345.34,172.67,1.5,17.235,4.0,3.0,1.0,SP,sao paulo,1,2,1
029b457bd01199c39136f89e0eddcd3a,236,2,695.1,173.775,1.0,34.775000000000006,1.0,5.0,1.0,MA,coelho neto,2,2,1
02b3bd80b9721b83c5b155ace3feede9,80,1,110.41,110.41,1.0,15.51,1.0,5.0,1.0,MG,nova serrana,1,1,1
02b3c998830ee93e9edb49fd91aeae4c,187,1,60.0,60.0,1.0,15.1,3.0,5.0,1.0,PR,curitiba,1,1,1
02bb821f9cd6c3079ecb9fed96232e18,286,1,96.81,96.81,1.0,16.81,1.0,5.0,1.0,SP,jundiai,1,1,1
02c77985e45aa50795362b8a2013aac9,340,1,195.13,195.13,1.0,36.43,1.0,4.0,1.0,PB,joao pessoa,1,1,1
02c9e0c05a817d4562ec0e8c90f29dba,383,1,83.69,83.69,1.0,7.79,1.0,5.0,1.0,SP,itaquaquecetuba,1,1,1
02cbdaaf4623b20082e2a5f80534a1af,457,1,219.19,219.19,1.0,19.29,4.0,5.0,1.0,SP,santa barbara d'oeste,1,1,1
02d7cc0037bb3563ed6bf98c5b0d9f0c,320,1,29.09,29.09,1.0,14.1,2.0,3.0,1.0,RJ,niteroi,1,1,1
02e341dda9a498db57a4ec9f47fc02e9,425,1,24.09,24.09,1.0,15.1,2.0,5.0,1.0,RJ,rio de janeiro,1,1,1
02eb78892c907c1fd2723b6c93c642ca,180,1,71.72,71.72,1.0,16.82,2.0,1.0,1.0,BA,salvador,1,1,1
02f4eedf70e929d1a6ca974f05b8d8be,182,1,36.68,36.68,1.0,16.79,2.0,3.0,1.0,SP,araraquara,1,1,1
02fc5276df6dd1ff4901e5eb9efdbb92,277,1,83.23,83.23,1.0,16.23,1.0,5.0,1.0,RJ,itaperuna,1,1,1
02fff5ce59fcb575447d2ce02f721ca0,295,1,35.77,35.77,1.0,7.78,1.0,5.0,1.0,SP,campinas,1,1,1
0300e705496bf8c32c5dfd4a476885ba,289,1,72.94,72.94,1.0,17.95,7.0,5.0,1.0,BA,feira de santana,1,1,1
03123d7e0e62ae71737f4ceafe399495,392,1,84.14,84.14,1.0,34.15,1.0,4.0,1.0,MG,ipatinga,1,1,1
0314c56ec0f115025e4d5cf570370fcf,69,1,193.0,193.0,1.0,38.0,7.0,4.0,1.0,CE,maracanau,1,1,1
